comment_id,video_id,video_title,channel_title,author,comment_text,published_at,like_count,reply_count,service_category,clean_text,tokens_analisis,topic_category,sentiment_label,sentiment_score
Ugw0TB4CCxNZNmBk2BF4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@esperanzaraposo9198,Pueden aser.esa publicidad más corta,2026-08-30T19:05:27Z,0,0,Experiencia General de Marca,pueden aser esa publicidad ma s corta,pueden aser publicidad corta,Experiencia General de Marca,NEUTRO,0.6
UgzjchBHvjAc4chsB0N4AaABAg,tFedIElQiLs,0800 CLARO 🔴 Número de Teléfono de Atención al Cliente (2026),Claro RD,@donuba1945,Me obligan a poner recarga amenazándome con eliminar la línea soy Ubaldo Gutiérrez Cadena de tercera edad y discapacitado,2026-08-26T16:54:27Z,0,0,Facturación y Tarifas,me obligan a poner recarga amenaza ndome con eliminar la li nea soy ubaldo gutie rrez cadena de tercera edad y discapacitado,obligan poner recarga amenaza ndome eliminar nea ubaldo gutie rrez cadena tercera edad discapacitado,Facturación y Tarifas,NEUTRO,0.6
Ugy5I6OSoXT4i6mfJjZ4AaABAg,tFedIElQiLs,0800 CLARO 🔴 Número de Teléfono de Atención al Cliente (2026),Claro RD,@JuniorDelgado-e2s,Mi numero,2026-08-24T21:44:26Z,0,0,Experiencia General de Marca,mi numero,numero,Experiencia General de Marca,NEUTRO,0.6
Ugw4Vsx_yophrsUf85N4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@EddinVargas,"Es muy inestable se va y viene mucho, no recomiendo k ka usen aun",2026-08-23T15:12:53Z,0,0,Red Móvil y Cobertura 5G,es muy inestable se va y viene mucho no recomiendo k ka usen aun,inestable viene recomiendo usen aun,Experiencia General de Marca,POSITIVO,0.85
UgxwiRawshLIY-NNTkJ4AaABAg,OwIQi9ngosg,La red 5G de Claro llega a más ciudades,Claro RD,@WilmerChoc-d8r9n,La señal LTE mas rapido,2026-08-21T21:59:38Z,0,0,Red Móvil y Cobertura 5G,la sen al lte mas rapido,sen lte mas rapido,Red Móvil y Cobertura 5G,POSITIVO,0.75
UgzIQrPpISl3VlCr0fh4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@RuthEstherRosadoGomez-l7f3g,😊,2026-08-21T14:03:44Z,3,0,Experiencia General de Marca,,,Experiencia General de Marca,NEUTRO,0.5
UgxBOnVqujA1ji43J4R4AaABAg,cXJfXbWC248,👉CON ESTE CODIGO EVITAS que CLARO te CONSUMA SALDO SIN PERMISO.,Claro RD,@EstibenSigal-r1c,Ese código es de yamar emergencia 😅,2026-08-21T12:53:19Z,0,0,Experiencia General de Marca,ese co digo es de yamar emergencia,digo yamar emergencia,Experiencia General de Marca,NEUTRO,0.6
UgxFBO64-nspwuQRmyZ4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@adrianourena3554,Buenas tardes espero que estés bien como representante de nuestra sierra y comunidad de Celestina y el proyecto de plan sierra la Celestina le solicitamos una antena y para pananao y todavía no tenemos respuesta merecemos un mejor servicio pero no lo tenemos unidos somos más ➕,2026-08-19T22:05:31Z,3,0,Atención al Cliente y Soporte,buenas tardes espero que este s bien como representante de nuestra sierra y comunidad de celestina y el proyecto de plan sierra la celestina le solicitamos una antena y para pananao y todavi a no tenemos respuesta merecemos un mejor servicio pero no lo tenemos unidos somos ma s,buenas espero bien representante sierra comunidad celestina proyecto plan sierra celestina solicitamos antena pananao todavi respuesta merecemos mejor servicio unidos,Atención al Cliente y Soporte,POSITIVO,0.75
UgwlRB5LGS_qVzGl_SB4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@jennycastillom4878,En el sector Jerusalénl ( los paredones) de santo Domingo este no tenemos internet de claro ni líneas telefónicas. Me mudé hace 5 años aquí ese tiempo tengo esperando para volver a tener internet de claro.,2026-08-18T23:34:14Z,2,1,Fibra Óptica e Internet Hogar,en el sector jerusale nl los paredones de santo domingo este no tenemos internet de claro ni li neas telefo nicas me mude hace an os aqui ese tiempo tengo esperando para volver a tener internet de claro,sector jerusale paredones santo domingo internet neas telefo nicas mude hace aqui tiempo esperando volver tener internet,Fibra Óptica e Internet Hogar,NEGATIVO,0.75
UgwxRnERKMPhj9GFOzd4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@mayobanexvargas314,"Cuando pondrán fibra óptica para acá en El Nieto, Bajos de Haina?? Para así tener combo triple al tiempo",2026-08-18T21:48:54Z,1,1,Fibra Óptica e Internet Hogar,cuando pondra n fibra o ptica para aca en el nieto bajos de haina para asi tener combo triple al tiempo,pondra fibra ptica aca nieto bajos haina asi tener combo triple tiempo,Fibra Óptica e Internet Hogar,NEUTRO,0.6
UgyQukzpAc2SPUYiKLV4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@Rey_supremoMichael,En mata larga aqui es muy mala la señal mejorenla,2026-08-18T20:43:23Z,0,1,Experiencia General de Marca,en mata larga aqui es muy mala la sen al mejorenla,mata larga aqui mala sen mejorenla,Experiencia General de Marca,POSITIVO,0.75
UgxniIEd3LwhSmJUfTJ4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@susanaabreu1486,Amenn,2026-08-18T20:28:48Z,1,1,Experiencia General de Marca,amenn,amenn,Experiencia General de Marca,NEUTRO,0.6
Ugw6nUzcs8Yev69Vl3R4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@harolisnovas2914,"Tengo más de un año solicitando una fibra en casa, y por qué me está  un quilmetro del pueblo lo la ponen, y Neiva es más lejos y lo traen de allá.",2026-08-18T20:15:58Z,0,1,Fibra Óptica e Internet Hogar,tengo ma s de un an o solicitando una fibra en casa y por que me esta un quilmetro del pueblo lo la ponen y neiva es ma s lejos y lo traen de alla,solicitando fibra casa quilmetro pueblo ponen neiva lejos traen alla,Fibra Óptica e Internet Hogar,NEUTRO,0.6
UgxNwyc-cLKCuTLqLl14AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@RamonNuñez-z5y,Yo vivo en el ensanche espallaten santo Domingo oeste y no hay fibras óptica claros no as tirado alambre de la fibras óptica,2026-08-18T19:31:26Z,0,1,Fibra Óptica e Internet Hogar,yo vivo en el ensanche espallaten santo domingo oeste y no hay fibras o ptica claros no as tirado alambre de la fibras o ptica,vivo ensanche espallaten santo domingo oeste fibras ptica claros tirado alambre fibras ptica,Fibra Óptica e Internet Hogar,NEUTRO,0.6
Ugxu3fiZ7FnoE2rMTpB4AaABAg,lAvgw83L_dw,Claro RD - Activa la Red 5G en tu iPhone,Claro RD,@Mickeyjunior16,Si la sim card no tiene 5G para que activarlos ? Para gastar batería en searching todo el tiempo 😑,2026-08-18T19:01:17Z,0,0,Red Móvil y Cobertura 5G,si la sim card no tiene g para que activarlos para gastar bateri a en searching todo el tiempo,sim card activarlos gastar bateri searching tiempo,Red Móvil y Cobertura 5G,NEUTRO,0.6
UgwMO31yAaJOQWp8DQN4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@free8615,Claro RD La mejor compañía ❤🎉🎉🎉yo no cambio de ninguna compañía,2026-08-18T18:47:28Z,4,1,Experiencia General de Marca,claro rd la mejor compan i a yo no cambio de ninguna compan i a,mejor compan cambio ninguna compan,Planes y Promociones,POSITIVO,0.75
UgwHflf93WZdK71pJZZ4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@guillermofigueroa7360,Necesitamos más covertura celular en la Cordillera central montañas de padres las casas en el camino a constanza,2026-08-18T18:41:05Z,3,1,Planes y Promociones,necesitamos ma s covertura celular en la cordillera central montan as de padres las casas en el camino a constanza,necesitamos covertura celular cordillera central montan padres casas camino constanza,Planes y Promociones,NEUTRO,0.6
Ugxx-nfyszUe49qbyrJ4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@luisalfredoreyes1935,"Conmigo....no han cumplido.  Mientras tanto, seguiré pensando que es solo publicidad engañosa...😢",2026-08-18T17:07:45Z,0,0,Experiencia General de Marca,conmigo no han cumplido mientras tanto seguire pensando que es solo publicidad engan osa,conmigo cumplido mientras seguire pensando solo publicidad engan osa,Experiencia General de Marca,NEUTRO,0.6
UgwEAuT53Xl5cTitCm14AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@juansilie7601,"Yo definitivamente estoy totalmente de acuerdo de que CLARO es la compañía telefónica de mis y mejor cobertura, la más eficiente!",2026-08-18T16:40:04Z,1,1,Red Móvil y Cobertura 5G,yo definitivamente estoy totalmente de acuerdo de que claro es la compan i a telefo nica de mis y mejor cobertura la ma s eficiente,definitivamente totalmente acuerdo compan telefo nica mejor cobertura eficiente,Red Móvil y Cobertura 5G,POSITIVO,0.85
UgwthRjhxADqitrdMfp4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@Genesis-0102,"Pongan antena aquí , en mi sector , soy de burende la
Vega , en un sector quele dicen guaco los Garcia",2026-08-18T16:16:46Z,1,1,Experiencia General de Marca,pongan antena aqui en mi sector soy de burende la vega en un sector quele dicen guaco los garcia,pongan antena aqui sector burende vega sector quele dicen guaco garcia,Experiencia General de Marca,NEUTRO,0.6
Ugy3y1p4smQ-hAprkKR4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@Genesis-0102,"Buenas tarde excelente conpañia, una de la mejores  sin duda, estoy en esta compañía uffff desde hace mucho años, hasta hoy nome
A fallado en nada , espero que sigan así bendiciones para todos",2026-08-18T16:14:43Z,1,1,Experiencia General de Marca,buenas tarde excelente conpan ia una de la mejores sin duda estoy en esta compan i a uffff desde hace mucho an os hasta hoy nome a fallado en nada espero que sigan asi bendiciones para todos,buenas tarde excelente conpan mejores duda compan uffff hace hoy nome fallado espero sigan asi bendiciones,Experiencia General de Marca,POSITIVO,0.85
UgwPAmr8QHAj3DMv7pt4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@NeidoCastillo-x9g,Bueno ojalá y cambie pero claro en mi pueblo lo tumbó altice un campo del cercado k ante era claro aora está oscuro,2026-08-18T15:54:52Z,11,0,Experiencia General de Marca,bueno ojala y cambie pero claro en mi pueblo lo tumbo altice un campo del cercado k ante era claro aora esta oscuro,bueno ojala cambie pueblo tumbo altice campo cercado aora oscuro,Experiencia General de Marca,POSITIVO,0.75
UgyxDtsWxPUI8BN8um94AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@josegarrido2051,jajaj digo lo mismo en higuey en mismo algunos barrio lo vecino tienen que escuchar lo que uno habla pero ellos no van arreglar eso porque como  venden el internet fijo no le combine,2026-08-18T15:28:37Z,4,0,Fibra Óptica e Internet Hogar,jajaj digo lo mismo en higuey en mismo algunos barrio lo vecino tienen que escuchar lo que uno habla pero ellos no van arreglar eso porque como venden el internet fijo no le combine,jajaj digo mismo higuey mismo barrio vecino escuchar habla van arreglar venden internet fijo combine,Fibra Óptica e Internet Hogar,NEUTRO,0.6
Ugw726UR1mgVl0HO9wx4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@Jo-kv2ho,"Pero no tienen fibra óptica en manoguayabo, hato nuevo, caballo a y muchos lugares de SD Oeste.",2026-08-18T15:24:24Z,1,2,Fibra Óptica e Internet Hogar,pero no tienen fibra o ptica en manoguayabo hato nuevo caballo a y muchos lugares de sd oeste,fibra ptica manoguayabo hato nuevo caballo lugares oeste,Fibra Óptica e Internet Hogar,NEUTRO,0.6
UgzksMaBVxZsm-iLHUR4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@luiyialexanderborromeguerr6851,Pongan antenas en el barrio 24 abril San pedro de macoris  la señal es muy crítica adentro de la casa no hay señal,2026-08-18T15:01:41Z,0,1,Experiencia General de Marca,pongan antenas en el barrio abril san pedro de macoris la sen al es muy cri tica adentro de la casa no hay sen al,pongan antenas barrio abril san pedro macoris sen cri tica adentro casa sen,Experiencia General de Marca,NEUTRO,0.6
UgyYELLtdtuEjHoFwfJ4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@katiuskatrinidadsanchezgar7760,La necesitamos por los estudiantes de la zona muchas gracias,2026-08-18T14:12:50Z,3,0,Experiencia General de Marca,la necesitamos por los estudiantes de la zona muchas gracias,necesitamos estudiantes zona muchas gracias,Experiencia General de Marca,NEUTRO,0.6
UgyRJyDxfPugbGgqM394AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@FelixBeltranF,"Es una MENTIRA, vivo en un barrio de la capital y allá no llegan en fibra óptica, a estas fechas.",2026-08-18T14:12:24Z,8,2,Fibra Óptica e Internet Hogar,es una mentira vivo en un barrio de la capital y alla no llegan en fibra o ptica a estas fechas,mentira vivo barrio capital alla llegan fibra ptica fechas,Fibra Óptica e Internet Hogar,NEUTRO,0.6
UgxwD4fww9fmythwSmh4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@katiuskatrinidadsanchezgar7760,Me encanta el anuncio pero no hay fibra optica en el Invi CEA de Andres Boca Chica,2026-08-18T14:10:00Z,1,1,Fibra Óptica e Internet Hogar,me encanta el anuncio pero no hay fibra optica en el invi cea de andres boca chica,encanta anuncio fibra optica invi cea andres boca chica,Fibra Óptica e Internet Hogar,NEUTRO,0.6
UgyqAz116-kYBrtQ4kB4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@TobiVasquez-i9z,Mi celular samsung no trae esto como te sale a ti,2026-08-17T23:44:51Z,0,0,Red Móvil y Cobertura 5G,mi celular samsung no trae esto como te sale a ti,celular samsung trae sale,Planes y Promociones,NEUTRO,0.6
Ugx9Rg-HoCm7P2m7lal4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@carlosolivares1,"Pues ya lo he probado antes y resulta que el 4G aunque supuestamente es más lento es más estable y rápido en la práctica. Pueden cambiar el nombre a Ultra 8G++, pero en la práctica es lo que funcione.",2026-08-17T22:50:59Z,1,2,Fibra Óptica e Internet Hogar,pues ya lo he probado antes y resulta que el g aunque supuestamente es ma s lento es ma s estable y ra pido en la pra ctica pueden cambiar el nombre a ultra g pero en la pra ctica es lo que funcione,pues probado resulta aunque supuestamente lento estable pido pra ctica pueden cambiar nombre ultra pra ctica funcione,Fibra Óptica e Internet Hogar,NEUTRO,0.6
UgxFuLjCaUAhpYpg_Ah4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@Orange1117,"Un asco y basura de recepción, el peor error fue dejar Altice por ustedes. Esperando a que se cumplan los 18 meses para salir de ustedes.",2026-08-17T21:41:12Z,0,0,Red Móvil y Cobertura 5G,un asco y basura de recepcio n el peor error fue dejar altice por ustedes esperando a que se cumplan los meses para salir de ustedes,asco basura recepcio peor error dejar altice ustedes esperando cumplan meses salir ustedes,Atención al Cliente y Soporte,NEGATIVO,0.95
Ugz7cif3fpcRc7NCbaJ4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@UlisesJuarez-g2z,A que no te baja a 3g😢,2026-08-16T19:48:41Z,0,0,Red Móvil y Cobertura 5G,a que no te baja a g,baja,Experiencia General de Marca,NEUTRO,0.6
UgxmLgoYezBOX8k-mlV4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@LuisMalespin-i7u,Nesecito que me llame cualquier persona para una pregunta  por favor,2026-08-14T15:22:54Z,1,1,Atención al Cliente y Soporte,nesecito que me llame cualquier persona para una pregunta por favor,nesecito llame cualquier persona pregunta favor,Experiencia General de Marca,NEUTRO,0.6
UgzMn5L96CVzy-8lFBB4AaABAg,tWxuCoObAJ4,Claro RD - ¿En serio? ¿lo estás pensando para activar tu 5G en tu celular? 📱,Claro RD,@zoofosil7750,El diablo que cringe,2026-08-14T00:40:42Z,0,0,Red Móvil y Cobertura 5G,el diablo que cringe,diablo cringe,Experiencia General de Marca,NEUTRO,0.6
UgyFVAdHg9kkA3Ooylp4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@Gavisama,"Me encanta su publicidad, siempre excelente!",2026-08-12T00:36:15Z,11,3,Experiencia General de Marca,me encanta su publicidad siempre excelente,encanta publicidad siempre excelente,Experiencia General de Marca,POSITIVO,0.75
UgzE860y4XUUNjVBCFt4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@JuanAlbertoGonzález-z1j,Quiero verificar m numero,2026-08-11T21:47:23Z,0,0,Facturación y Tarifas,quiero verificar m numero,quiero verificar numero,Experiencia General de Marca,NEUTRO,0.6
UgzezTac5yeITo89wLJ4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,No ahi mas opciones compremos radios y  no utilisemos cel,2026-08-09T16:21:50Z,0,0,Atención al Cliente y Soporte,no ahi mas opciones compremos radios y no utilisemos cel,ahi mas opciones compremos radios utilisemos cel,Experiencia General de Marca,NEUTRO,0.6
UgwZqh15CZPjt_aHeLZ4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,Le ofresen planes para amarrarlo despues no contestan,2026-08-09T16:19:54Z,0,0,Atención al Cliente y Soporte,le ofresen planes para amarrarlo despues no contestan,ofresen planes amarrarlo despues contestan,Planes y Promociones,NEUTRO,0.6
Ugw4rzVe-IUK9aHrvEh4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,Yo compro pte para 6 dias y me roban un dia siepre,2026-08-09T16:18:23Z,0,0,Atención al Cliente y Soporte,yo compro pte para dias y me roban un dia siepre,compro pte dias roban dia siepre,Experiencia General de Marca,NEUTRO,0.6
Ugy0I-LXUhpjgs_t7Mx4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,Es mejor volver al radio yelefono estas empresas solo les interesa dinero volvamos sl  radio telefono no tenemos alternatova,2026-08-09T16:16:42Z,0,0,Red Móvil y Cobertura 5G,es mejor volver al radio yelefono estas empresas solo les interesa dinero volvamos sl radio telefono no tenemos alternatova,mejor volver radio yelefono empresas solo interesa dinero volvamos radio telefono alternatova,Red Móvil y Cobertura 5G,POSITIVO,0.75
UgxrsPonXiUubrE3tMR4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,Yo coloco pte para 6 dias a los 5 dias estoi sin dstos q pasa o nos ba a tocar volver al radio telefono,2026-08-09T16:10:31Z,0,0,Atención al Cliente y Soporte,yo coloco pte para dias a los dias estoi sin dstos q pasa o nos ba a tocar volver al radio telefono,coloco pte dias dias estoi dstos pasa tocar volver radio telefono,Experiencia General de Marca,NEUTRO,0.6
UgxNXlXwwJnrQCkdhHd4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,Nececito ablar con alguien de claro o es q solo somos tontos utiles para la empresa,2026-08-09T16:07:48Z,0,0,Atención al Cliente y Soporte,nececito ablar con alguien de claro o es q solo somos tontos utiles para la empresa,nececito ablar alguien solo tontos utiles empresa,Experiencia General de Marca,NEUTRO,0.6
UgyHxPdTroevUT6vgRV4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@NeyderLiconapuentes,Y si eres menor de edad,2026-08-07T20:42:05Z,0,1,Facturación y Tarifas,y si eres menor de edad,menor edad,Experiencia General de Marca,NEUTRO,0.6
Ugy-XSUG76eFQRqCEFV4AaABAg,-KjuHqko6Sc,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@yogastly8118,"Mucha fibra óptica, pero los módem son una porquería. De todas las empresas y a nivel mundial",2026-07-31T23:23:57Z,0,0,Fibra Óptica e Internet Hogar,mucha fibra o ptica pero los mo dem son una porqueri a de todas las empresas y a nivel mundial,mucha fibra ptica dem porqueri todas empresas nivel mundial,Fibra Óptica e Internet Hogar,NEUTRO,0.6
Ugx8cFlyWJHq4AqiGyN4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@luisarielsoto0,🎉😊hello🎉😊,2026-07-31T16:48:31Z,0,0,Red Móvil y Cobertura 5G,hello,hello,Experiencia General de Marca,NEUTRO,0.6
Ugymj1wOGfeg8rNi6hd4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@luisarielsoto0,🎉hola🎉,2026-07-28T00:09:35Z,0,0,Red Móvil y Cobertura 5G,hola,,Experiencia General de Marca,NEUTRO,0.6
UgwNJ2SndESI-08ZvFp4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@probemosrd,El 5G no funciona en los dispositivos Google Pixel,2026-07-27T17:36:05Z,0,0,Red Móvil y Cobertura 5G,el g no funciona en los dispositivos google pixel,funciona dispositivos google pixel,Red Móvil y Cobertura 5G,NEUTRO,0.6
UgxWqbvgioj4J6ngsrZ4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@jonathancandelario9912,Como se hace en un LG?,2026-07-27T15:00:09Z,0,0,Red Móvil y Cobertura 5G,como se hace en un lg,hace,Experiencia General de Marca,NEUTRO,0.6
UgwtjXYKKat8oQX44D94AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@SilviajuliaYost,Necesito hablar con un asesor,2026-07-23T21:50:40Z,0,0,Atención al Cliente y Soporte,necesito hablar con un asesor,necesito hablar asesor,Experiencia General de Marca,NEUTRO,0.6
UgxZLHSZ34L1KzYz6rN4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@monicacasas9686,A qué número llamó de España a a claro Perú,2026-07-23T13:45:06Z,1,1,Atención al Cliente y Soporte,a que nu mero llamo de espan a a a claro peru,mero llamo espan peru,Experiencia General de Marca,NEUTRO,0.6
Ugy6JOOEmBtG_sKwpEh4AaABAg,-KjuHqko6Sc,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@Toti2024Ramos,¡145M vistas!,2026-07-09T21:54:30Z,1,1,Fibra Óptica e Internet Hogar,m vistas,vistas,Experiencia General de Marca,NEUTRO,0.6
UgyE33EwoU7pgSgpMxZ4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@EdwinRodriguezsosa,Cómo lo puedo hacer en mi Orbic 5G,2026-07-05T04:31:56Z,0,0,Red Móvil y Cobertura 5G,co mo lo puedo hacer en mi orbic g,puedo hacer orbic,Red Móvil y Cobertura 5G,NEUTRO,0.6
UgySgNUZXhR9QIc7mxp4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@AlexVargas-l6b4d,No sirve para nada,2026-07-05T03:03:19Z,0,0,Red Móvil y Cobertura 5G,no sirve para nada,sirve,Experiencia General de Marca,NEUTRO,0.6
UgyRthD4xtRMfsWfXJt4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@JoseFernandoMunoz-xq6zo,Claro tú me llamate hoy,2026-07-03T20:26:24Z,0,0,Facturación y Tarifas,claro tu me llamate hoy,llamate hoy,Experiencia General de Marca,NEUTRO,0.6
UgwzWhrvAE5evJXxzAZ4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@MarisolMotato,Me tiene cansada esa llamadera de los de claro con sus tales planes,2026-06-30T14:13:45Z,0,0,Facturación y Tarifas,me tiene cansada esa llamadera de los de claro con sus tales planes,cansada llamadera tales planes,Planes y Promociones,NEUTRO,0.6
UgyZeVLy8aNbvDBDrV54AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@hugocesarvalladareslopez4783,Muchos de los chip ya están registrados,2026-06-30T02:23:56Z,0,0,Red Móvil y Cobertura 5G,muchos de los chip ya esta n registrados,chip registrados,Red Móvil y Cobertura 5G,NEUTRO,0.6
UgyziNgxR_iQucXqYqt4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@Marthamultiship_0,❤❤❤,2026-06-29T22:10:01Z,0,0,Red Móvil y Cobertura 5G,,,Experiencia General de Marca,NEUTRO,0.5
UgxNvfTuO9g6h7QfOeF4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@incognita907,El 5G en los Google Pixel no funciona aquí en el país!!,2026-06-29T15:15:09Z,2,3,Red Móvil y Cobertura 5G,el g en los google pixel no funciona aqui en el pai s,google pixel funciona aqui pai,Red Móvil y Cobertura 5G,NEUTRO,0.6
UgyxJgWEKgEmK-L1Ny14AaABAg,tFedIElQiLs,0800 CLARO 🔴 Número de Teléfono de Atención al Cliente (2026),Claro RD,@sakura-ii6zi,Ningun telefono que dio sirven😢😢,2026-06-29T15:14:23Z,1,0,Experiencia General de Marca,ningun telefono que dio sirven,ningun telefono dio sirven,Experiencia General de Marca,NEUTRO,0.6
UgxQq50qHZMwQ3NABaJ4AaABAg,tFedIElQiLs,0800 CLARO 🔴 Número de Teléfono de Atención al Cliente (2026),Claro RD,@claudiabaez2015,Claro,2026-06-20T16:08:00Z,0,0,Experiencia General de Marca,claro,,Experiencia General de Marca,NEUTRO,0.6
UgwkODRouQTz6pDul514AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@cleivymatos587,"A mi no me sale, que hago?",2026-06-19T18:41:27Z,0,0,Red Móvil y Cobertura 5G,a mi no me sale que hago,sale hago,Experiencia General de Marca,NEUTRO,0.6
UgzkX_RJdnQZAqYZh354AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@VaneLedesma-m1b,Que costo tiene?,2026-06-18T17:10:05Z,0,0,Red Móvil y Cobertura 5G,que costo tiene,costo,Experiencia General de Marca,NEUTRO,0.6
UgyWZFTCCa2gPS1qctN4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@pedrocarrascocastillo8251,"Tengo un “Moto g stylus 5g"" pero no se como activarlo.",2026-06-17T12:10:40Z,0,0,Red Móvil y Cobertura 5G,tengo un moto g stylus g pero no se como activarlo,moto stylus activarlo,Red Móvil y Cobertura 5G,NEUTRO,0.6
UgwS4_90fjSqnD8MLFR4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@ctistianjaelmartepaniagua44,"El 5g consume mucha energía, la carga del celular dura menos tiempo",2026-06-16T22:03:40Z,0,0,Red Móvil y Cobertura 5G,el g consume mucha energi a la carga del celular dura menos tiempo,consume mucha energi carga celular dura menos tiempo,Red Móvil y Cobertura 5G,NEUTRO,0.6
UgyMp3OmvX58U5K9peR4AaABAg,rHf6Xta_Jio,Claro RD - Yo soy Claro Percusivo,Claro RD,@Max009RD,Siempre recuerdo estos anuncios cuándo falla el servicio.,2026-06-15T21:30:27Z,1,0,Atención al Cliente y Soporte,siempre recuerdo estos anuncios cua ndo falla el servicio,siempre recuerdo anuncios cua ndo falla servicio,Atención al Cliente y Soporte,NEGATIVO,0.75
